VARIABLES="X","Y","Z"
 zone n=    474,e=    866,DATAPACKING=point,zonetype=fetriangle
         0.287110400000       -0.059971480000        0.000000000000
         0.259123200000       -0.059613700000        0.000000000000
         0.232086600000       -0.058862760000        0.000000000000
         0.206107400000       -0.057711860000        0.000000000000
         0.181288000000       -0.056158870000        0.000000000000
         0.157726400000       -0.054206480000        0.000000000000
         0.135515700000       -0.051862100000        0.000000000000
         0.114743400000       -0.049137590000        0.000000000000
         0.095491500000       -0.046048830000        0.000000000000
         0.077836040000       -0.042615140000        0.000000000000
         0.061846660000       -0.038858530000        0.000000000000
         0.047586470000       -0.034802850000        0.000000000000
         0.035111760000       -0.030472870000        0.000000000000
         0.024471740000       -0.025893310000        0.000000000000
         0.015708420000       -0.021087910000        0.000000000000
         0.008856375000       -0.016078480000        0.000000000000
         0.003942649000       -0.010884170000        0.000000000000
         0.000986635800       -0.005520718000        0.000000000000
         0.000000000000        0.000000000000        0.000000000000
         0.000986635800        0.005520718000        0.000000000000
         0.003942649000        0.010884170000        0.000000000000
         0.008856375000        0.016078480000        0.000000000000
         0.015708420000        0.021087910000        0.000000000000
         0.024471740000        0.025893310000        0.000000000000
         0.035111760000        0.030472870000        0.000000000000
         0.047586470000        0.034802850000        0.000000000000
         0.061846660000        0.038858530000        0.000000000000
         0.077836040000        0.042615140000        0.000000000000
         0.095491500000        0.046048830000        0.000000000000
         0.114743400000        0.049137590000        0.000000000000
         0.135515700000        0.051862100000        0.000000000000
         0.157726400000        0.054206480000        0.000000000000
         0.181288000000        0.056158870000        0.000000000000
        46.984630000000       17.101010000000        0.000000000000
        38.302220000000       32.139380000000        0.000000000000
        25.000000000000       43.301270000000        0.000000000000
         8.682409000000       49.240390000000        0.000000000000
        -8.682409000000       49.240390000000        0.000000000000
       -25.000000000000       43.301270000000        0.000000000000
       -38.302220000000       32.139380000000        0.000000000000
       -46.984630000000       17.101010000000        0.000000000000
       -50.000000000000        0.000000000000        0.000000000000
       -46.984630000000      -17.101010000000        0.000000000000
       -38.302220000000      -32.139380000000        0.000000000000
       -25.000000000000      -43.301270000000        0.000000000000
        -8.682409000000      -49.240390000000        0.000000000000
         8.682409000000      -49.240390000000        0.000000000000
        25.000000000000      -43.301270000000        0.000000000000
        38.302220000000      -32.139380000000        0.000000000000
        46.984630000000      -17.101010000000        0.000000000000
        50.000000000000       -0.000000000000        0.000000000000
         0.015172840000       -0.032457880000        0.000000000000
         0.066023830000       -0.056985460000        0.000000000000
         0.025075580000       -0.039140510000        0.000000000000
         0.244836600000       -0.086900710000        0.000000000000
         0.192110000000       -0.082309370000        0.000000000000
         0.144227300000       -0.075712620000        0.000000000000
         0.101969600000       -0.067213420000        0.000000000000
         0.001018887000       -0.018571300000        0.000000000000
         0.036969780000       -0.045254760000        0.000000000000
         0.083168760000       -0.062302730000        0.000000000000
         0.167512300000       -0.079257020000        0.000000000000
         0.217919800000       -0.084858710000        0.000000000000
         0.272750600000       -0.088436180000        0.000000000000
         0.122349900000       -0.071692020000        0.000000000000
        -0.005254839000       -0.003787641000        0.000000000000
         0.007193023000        0.025544600000        0.000000000000
        -0.005254839000        0.003787641000        0.000000000000
         0.025075580000        0.039140510000        0.000000000000
         0.101969600000        0.067213420000        0.000000000000
         0.144227300000        0.075712620000        0.000000000000
         0.015172840000        0.032457880000        0.000000000000
        -0.003185101000       -0.011316240000        0.000000000000
