2757
0.787214 -0.013890 0.191250 
0.835254 0.017720 0.191249 
0.786380 0.031017 0.191240 
0.831579 -0.031999 0.191239 
0.739036 0.019641 0.191249 
0.743747 -0.029004 0.191242 
0.802735 -0.056900 0.191053 
0.775619 -0.074339 0.190496 
0.797567 -0.084060 0.189859 
0.822690 -0.084974 0.189779 
0.832619 -0.061254 0.190955 
0.749071 -0.162817 0.093594 
0.738018 -0.160995 0.115397 
0.721595 -0.162899 0.091660 
0.763097 -0.161221 0.113649 
0.773601 -0.162989 0.089529 
0.748823 -0.163666 0.057455 
0.789098 -0.163567 0.067526 
0.802829 -0.162912 0.091354 
0.813145 -0.161047 0.115000 
0.788305 -0.161273 0.113248 
0.826139 -0.162635 0.096649 
0.836988 -0.160844 0.116570 
0.851019 -0.162791 0.094142 
0.826238 -0.163586 0.065839 
0.876936 -0.163609 0.063819 
0.690249 -0.162341 0.101367 
0.712353 -0.160411 0.119933 
0.690794 -0.163632 0.061808 
0.665305 -0.163030 0.088570 
0.637555 -0.163594 0.065183 
0.658151 -0.163750 0.015997 
0.642738 -0.162391 0.100565 
0.615942 -0.162663 0.096186 
0.626743 -0.160619 0.118320 
0.645882 -0.160229 0.121347 
0.664947 -0.161236 0.113532 
0.653836 -0.005744 0.191250 
0.654220 0.035805 0.191228 
0.617462 0.025811 0.191246 
0.602639 -0.018155 0.191249 
0.689056 0.022900 0.191248 
0.636926 -0.041046 0.191211 
0.610859 -0.057853 0.191038 
0.643156 -0.073887 0.190515 
0.702464 -0.015784 0.191250 
0.714834 -0.052910 0.191106 
0.747281 -0.063449 0.190901 
0.696263 -0.077444 0.190312 
0.724930 -0.082152 0.189990 
1.027729 -0.017694 0.191246 
1.010425 0.030205 0.191221 
0.970408 -0.010232 0.191250 
1.076582 -0.017794 0.191238 
1.057573 0.021419 0.191230 
0.998913 -0.045871 0.191110 
1.100121 -0.144632 0.106812 
1.091347 -0.140143 0.133361 
1.075363 -0.149146 0.116227 
1.128142 -0.136270 0.102797 
1.114801 -0.134852 0.128374 
1.077937 -0.152657 0.088574 
1.125306 -0.123631 0.146276 
1.115307 -0.114748 0.162927 
1.104337 -0.128450 0.149810 
1.144986 -0.117054 0.145493 
1.133235 -0.112020 0.159150 
1.137202 -0.127429 0.127136 
1.105875 -0.100997 0.176174 
1.126859 -0.100224 0.172262 
1.096759 -0.081899 0.185125 
1.084010 -0.101339 0.179419 
1.094544 -0.117069 0.167052 
1.116689 -0.086530 0.181536 
0.968897 -0.054005 0.191070 
0.988695 -0.069798 0.190450 
1.026015 -0.051871 0.190877 
1.011479 -0.071491 0.190057 
1.037713 -0.074644 0.189264 
1.014900 -0.161489 0.087367 
1.019056 -0.158378 0.113860 
0.998811 -0.160056 0.112412 
1.038043 -0.157425 0.106723 
0.985910 -0.162451 0.091684 
0.973984 -0.160902 0.113138 
0.959221 -0.163013 0.088634 
0.930185 -0.163644 0.060676 
0.907193 -0.162841 0.093035 
0.982355 -0.163544 0.056314 
1.030596 -0.161506 0.047833 
0.879210 -0.162272 0.102466 
0.899043 -0.160469 0.119485 
0.879721 -0.159672 0.124473 
0.860414 -0.160500 0.119242 
0.933813 -0.162752 0.094771 
0.923475 -0.160849 0.116531 
0.948679 -0.161101 0.114581 
1.175626 -0.118345 0.023150 
1.187704 -0.108578 0.006357 
1.196253 -0.107443 0.027119 
1.167777 -0.120305 0.001175 
1.198077 -0.094824 -0.007042 
1.212559 -0.084945 0.001623 
1.202795 -0.098467 0.009913 
1.206156 -0.077149 -0.016570 
1.182248 -0.105954 -0.014637 
1.192313 -0.088440 -0.025857 
1.209580 -0.103994 0.082826 
1.210527 -0.102293 0.047710 
1.230056 -0.094006 0.059877 
1.241542 -0.091334 0.082122 
1.230024 -0.095360 0.104089 
1.212726 -0.101345 0.110784 
1.193856 -0.108669 0.111930 
1.110859 -0.144966 0.068883 
1.071941 -0.155574 0.052760 
1.100667 -0.148685 0.026810 
1.176720 -0.117961 0.092170 
1.171782 -0.116046 0.120030 
1.153329 -0.125792 0.108036 
1.180531 -0.117001 0.053754 
1.143851 -0.133197 0.027575 
1.150494 -0.000226 0.191269 
1.178462 0.017387 0.191074 
1.152713 0.031898 0.190580 
1.181823 -0.011628 0.191209 
1.158944 -0.032324 0.190480 
1.120891 -0.029302 0.190994 
1.088843 -0.054234 0.190029 
1.117262 -0.065496 0.187559 
1.143891 -0.057463 0.187648 
1.152395 -0.100101 0.164816 
1.177207 -0.099247 0.155105 
1.171965 -0.088263 0.169450 
1.136292 -0.081973 0.180807 
1.159448 -0.077260 0.179494 
1.164817 -0.111192 0.142272 
1.267931 -0.074613 0.151331 
1.257872 -0.065144 0.168043 
1.247096 -0.077518 0.154384 
1.280259 -0.063225 0.165851 
1.255746 -0.082975 0.136345 
1.274004 -0.079561 0.134401 
1.291606 -0.073229 0.146051 
1.312703 -0.069177 0.150639 
1.313881 -0.075453 0.129638 
1.331744 -0.069798 0.146569 
1.323741 -0.060447 0.163643 
1.302440 -0.061526 0.164536 
1.327491 -0.075488 0.108512 
1.340588 -0.071839 0.091652 
1.347325 -0.074885 0.109098 
1.318472 -0.072760 0.088845 
1.339672 -0.074710 0.126727 
1.304889 -0.077197 0.105596 
0.525512 -0.049560 -0.191151 
0.513440 -0.081671 -0.190023 
0.486779 -0.064063 -0.190886 
0.558229 -0.067289 -0.190792 
0.536245 -0.078095 -0.190267 
0.501039 0.026549 -0.191245 
0.510217 0.062776 -0.190917 
0.543042 0.041633 -0.191207 
0.464103 0.019435 -0.191249 
0.484749 -0.018635 -0.191249 
0.470642 0.057657 -0.191042 
0.617624 0.051776 -0.191121 
0.588594 0.076325 -0.190388 
0.611680 0.086586 -0.189606 
0.631998 0.081467 -0.190037 
0.653630 0.069887 -0.190683 
0.535702 0.072034 -0.190593 
0.560216 0.071713 -0.190606 
0.436860 -0.007027 -0.191250 
0.427650 0.038402 -0.191221 
0.438035 0.076242 -0.190394 
0.406392 0.072227 -0.190568 
0.344216 0.060681 -0.188963 
0.353023 0.089769 -0.187209 
0.375282 0.078198 -0.189621 
0.315092 0.074055 -0.185885 
0.334198 0.085242 -0.186372 
