         866
        109        92        52
         65         8        58
         64         2        55
         82        16        59
         98        57        65
         58         8         9
         56         4         5
         57         6         7
         62         6        57
         83        53        11
         59        16        17
         52        14        15
         95        56        62
         53        10        11
         55         2         3
         84        58        61
         93        75        86
         73        17        18
         87        76        79
        109        52        82
         71        31        32
        103        66        91
         70        29        30
         78        29        70
         81        70        30
         72        24        69
         68        66        19
         77        25        26
         67        22        23
        474        45       455
        474        44        45
        473        34        35
        473       468        34
        467       455        46
        467       451       455
        471        49       457
        471        48        49
        470       461        40
        470       445       461
        469        50        51
        469       463        50
        473       458       468
        473        35       462
         47       471       459
        472       464       470
        466        49        50
        466       457        49
        465       456        43
        465       447       456
        464       430       445
        464       443       430
        463       435       452
        463       460       435
        462        35        36
        473       462       458
        472       470        41
        471       457       446
        472       456       443
        456       437       443
        467        47       459
        471       446       459
        462       448       458
        468       458       433
        467       459       451
        471        47        48
        472        42        43
        456       447       437
        455        45        46
        461       450        39
        454        36        37
        454       449        36
        470       464       445
        443       442       430
        466       463       452
        469        34       468
        451       422       432
        451       438       422
        450       431       419
        450       445       431
        462       449       448
        462        36       449
        448       423       436
        448       434       423
        472        43       456
        454       440       449
        459       438       451
        455       432       444
        461       445       450
        450       441        39
        447       444       429
        444       432       429
        470        40        41
        469       460       463
        474       465        44
        442       425       430
        453       417       440
        441       419       417
        460       433       435
        469        51        34
        452       435       416
        435       433       427
        455       451       432
        459       446       438
        442       428       425
        442       437       421
        458       448       436
        469       468       460
        449       440       434
        435       427       418
        434       403       423
        434       413       403
        435       418       416
        439       416       405
        467        46        47
        465       444       447
        441        38        39
        443       437       442
        431       430       420
        430       425       420
        429       402       415
        429       414       402
        428       421       409
        442       421       428
        427       410       404
        427       426       410
        426       394       410
        426       407       394
         75        22        67
         54        14        52
        428       391       412
        428       412       425
        457       452       439
        466        50       463
        453        38       441
         77        69        25
        440       413       434
        422       400       414
         66        18        19
        422       411       400
        466       452       457
        431       408       419
        420       393       408
         54        13        14
        420       406       393
         73        18        66
        450       419       441
         91        66        68
        472        41        42
         63         4        56
        446       439       424
        452       416       439
        436       407       426
