         866
          3       180        90        91
          4       188        94       182
          7       138        23        24
          9       158       152         4
         11       208        11       151
         13       124         2         3
         14       125        31        32
         15       153         9        10
         16       161        17       146
         18       217        15       148
         19       218        31       125
         20       131        28       129
         22       148        15        16
         24       144        19        20
         26       142        21        22
         30       130        12        13
         31       150       130        13
         32       286       186       100
         34       283       157       124
         35       348       157       283
         36       220       124       152
         37       140        22        23
         38       152         3         4
         39       153       126         9
         40       238       138       136
         41       285       230       259
         42       164        19       144
         43       150        13        14
         45       131        27        28
         46       146        17        18
         50       151        11        12
         52       126         8         9
         55       183       122        92
         56       174        78        79
         57       204        68        69
         58       190       178        87
         59       263       168       184
         60       197        73        74
         62       189        86       178
         63       195        75        76
         64       176        82        83
         65       122        91        92
         66       227       179       189
         67       184        98       171
         68       168        96        97
         69       171        98        99
         70       261       182       185
         71       347       186       286
         72       187        90       180
         73       185        96       168
         74       178        86        87
         75       286       100       284
         76       229       185       168
         77       180        91       122
         78       183        92        93
         79       194       174        79
         80       265       179       227
         81       269       197       198
         82       361       336       335
         85       172        64        65
         86       172        65       121
         87       175        66        67
         88       175       121        66
         89       199        71        72
         90       204       169        68
         92       196        77       193
         93       134        25        26
         96       152       124         3
         97       121        65        66
         99       169        67        68
        100       175        67       169
        101       191        82       176
        102       200        73       197
        200       204        69       201
        204       284       100       128
        206       287       229       263
        208       201        69        70
        214       267       194       177
        218       128       100         1
        232       155         8       126
        234       157         2       124
        245       269       198       268
        246       192       176        83
        249       166       154         6
        250       283       124       220
        251       236       131       129
        252       127        29        30
        253       129        29       127
        254       166         7       155
        255       129        28        29
        256       160        21       142
        257       256       250       154
        258       221       126       153
        259       245       150       217
        260       240       160       142
        261       132        27       131
        262       151        12       130
        263       132        26        27
        264       136        24        25
        265       236       127       219
        266       134        26       132
        268       156       125        32
        269       312       247       245
        270       136        25       134
        273       248       151       247
        274       138        24       136
        277       249       125       156
        278       140        23       138
        281       403       220       295
        282       142        22       140
        293       249       219       125
        295       221       153       248
        296       239       140       138
        298       240       142       239
        299       219       127       218
        300       238       134       237
        301       237       134       132
        303       247       130       150
        304       248       153       208
        305       158         5       154
        306       236       129       127
        307       245       148       243
        308       242       144       240
        309       158         4         5
        310       154         5         6
        311       166         6         7
        312       155         7         8
        313       237       132       131
        314       240       144       160
        315       157       128         1
        316       157         1         2
        317       327       264       326
        318       346       284       128
        319       243       146       242
        320       321       255       314
        321       160       144        20
        322       160        20        21
        323       161       148        16
        324       161        16        17
        329       164       146        18
        330       164        18        19
        333       239       138       238
        334       238       136       134
        337       182        94        95
        338       326       264       260
        339       193        78       174
        340       202        71       199
        343       184        97        98
        344       184       168        97
        345       213        64       172
        347       259       121       175
        349       193        77        78
        350       198        75       195
        351       259       230       121
        353       177        80        81
        354       194        79        80
        355       268       196       266
        356       194        80       177
        357       179        84        85
        358       192        83        84
        359       268       198       195
        360       192        84       179
        361       181        88        89
        362       190        87        88
        363       235       177       191
        364       190        88       181
        365       349       171       186
        366       324       262       323
        367       230       172       121
        368       273       259       169
        369       325       228       324
        370       257       183       188
        371       185       182        95
        372       185        95        96
        373       186       171        99
        374       186        99       100
        375       187       181        89
        376       187        89        90
        377       188       183        93
        378       188        93        94
        379       189       179        85
        380       189        85        86
        381       270       199       200
        382       265       176       192
        383       191       177        81
        384       191        81        82
        385       273       169       204
        386       266       193       174
        387       228       180       122
        388       292       184       171
        389       267       174       194
        390       270       202       199
        391       261       185       229
        392       264       178       190
        393       196       195        76
        394       196        76        77
        395       227       189       178
        396       262       228       122
        397       198       197        74
        398       198        74        75
        399       268       195       196
        400       230       213       172
        401       200       199        72
        402       200        72        73
        405       202       201        70
        406       202        70        71
        409       266       196       193
        410       271       201       202
        417       208       153        10
        418       208        10        11
        426       331       266       267
        429       259       175       169
        430       235       191       176
        435       217       150        14
        436       217        14        15
        437       218       127        30
        438       218        30        31
        439       237       131       236
        441       289       295       251
        442       251       152       158
        443       250       158       154
        444       221       155       126
        445       267       177       235
        447       403       283       220
        450       362       354       285
        455       265       235       176
        456       263       229       168
        457       228       187       180
        458       264       190       260
        459       257       188       182
        460       260       181       187
        471       219       218       125
        473       304       237       303
        474       307       240       239
