        474
     0.287110400000E+00   -0.599714800000E-01    0.000000000000E+00
     0.259123200000E+00   -0.596137000000E-01    0.000000000000E+00
     0.232086600000E+00   -0.588627600000E-01    0.000000000000E+00
     0.206107400000E+00   -0.577118600000E-01    0.000000000000E+00
     0.181288000000E+00   -0.561588700000E-01    0.000000000000E+00
     0.157726400000E+00   -0.542064800000E-01    0.000000000000E+00
     0.135515700000E+00   -0.518621000000E-01    0.000000000000E+00
     0.114743400000E+00   -0.491375900000E-01    0.000000000000E+00
     0.954915000000E-01   -0.460488300000E-01    0.000000000000E+00
     0.778360400000E-01   -0.426151400000E-01    0.000000000000E+00
     0.618466600000E-01   -0.388585300000E-01    0.000000000000E+00
     0.475864700000E-01   -0.348028500000E-01    0.000000000000E+00
     0.351117600000E-01   -0.304728700000E-01    0.000000000000E+00
     0.244717400000E-01   -0.258933100000E-01    0.000000000000E+00
     0.157084200000E-01   -0.210879100000E-01    0.000000000000E+00
     0.885637500000E-02   -0.160784800000E-01    0.000000000000E+00
     0.394264900000E-02   -0.108841700000E-01    0.000000000000E+00
     0.986635800000E-03   -0.552071800000E-02    0.000000000000E+00
     0.000000000000E+00    0.000000000000E+00    0.000000000000E+00
     0.986635800000E-03    0.552071800000E-02    0.000000000000E+00
     0.394264900000E-02    0.108841700000E-01    0.000000000000E+00
     0.885637500000E-02    0.160784800000E-01    0.000000000000E+00
     0.157084200000E-01    0.210879100000E-01    0.000000000000E+00
     0.244717400000E-01    0.258933100000E-01    0.000000000000E+00
     0.351117600000E-01    0.304728700000E-01    0.000000000000E+00
     0.475864700000E-01    0.348028500000E-01    0.000000000000E+00
     0.618466600000E-01    0.388585300000E-01    0.000000000000E+00
     0.778360400000E-01    0.426151400000E-01    0.000000000000E+00
     0.954915000000E-01    0.460488300000E-01    0.000000000000E+00
     0.114743400000E+00    0.491375900000E-01    0.000000000000E+00
     0.135515700000E+00    0.518621000000E-01    0.000000000000E+00
     0.157726400000E+00    0.542064800000E-01    0.000000000000E+00
     0.181288000000E+00    0.561588700000E-01    0.000000000000E+00
     0.469846300000E+02    0.171010100000E+02    0.000000000000E+00
     0.383022200000E+02    0.321393800000E+02    0.000000000000E+00
     0.250000000000E+02    0.433012700000E+02    0.000000000000E+00
     0.868240900000E+01    0.492403900000E+02    0.000000000000E+00
    -0.868240900000E+01    0.492403900000E+02    0.000000000000E+00
    -0.250000000000E+02    0.433012700000E+02    0.000000000000E+00
    -0.383022200000E+02    0.321393800000E+02    0.000000000000E+00
    -0.469846300000E+02    0.171010100000E+02    0.000000000000E+00
    -0.500000000000E+02    0.612323400000E-14    0.000000000000E+00
    -0.469846300000E+02   -0.171010100000E+02    0.000000000000E+00
    -0.383022200000E+02   -0.321393800000E+02    0.000000000000E+00
    -0.250000000000E+02   -0.433012700000E+02    0.000000000000E+00
    -0.868240900000E+01   -0.492403900000E+02    0.000000000000E+00
     0.868240900000E+01   -0.492403900000E+02    0.000000000000E+00
     0.250000000000E+02   -0.433012700000E+02    0.000000000000E+00
     0.383022200000E+02   -0.321393800000E+02    0.000000000000E+00
     0.469846300000E+02   -0.171010100000E+02    0.000000000000E+00
     0.500000000000E+02   -0.122464700000E-13    0.000000000000E+00
     0.151728400000E-01   -0.324578800000E-01    0.000000000000E+00
     0.660238300000E-01   -0.569854600000E-01    0.000000000000E+00
     0.250755800000E-01   -0.391405100000E-01    0.000000000000E+00
     0.244836600000E+00   -0.869007100000E-01    0.000000000000E+00
     0.192110000000E+00   -0.823093700000E-01    0.000000000000E+00
     0.144227300000E+00   -0.757126200000E-01    0.000000000000E+00
     0.101969600000E+00   -0.672134200000E-01    0.000000000000E+00
     0.101888700000E-02   -0.185713000000E-01    0.000000000000E+00
     0.369697800000E-01   -0.452547600000E-01    0.000000000000E+00
     0.831687600000E-01   -0.623027300000E-01    0.000000000000E+00
     0.167512300000E+00   -0.792570200000E-01    0.000000000000E+00
     0.217919800000E+00   -0.848587100000E-01    0.000000000000E+00
     0.272750600000E+00   -0.884361800000E-01    0.000000000000E+00
     0.122349900000E+00   -0.716920200000E-01    0.000000000000E+00
    -0.525483900000E-02   -0.378764100000E-02    0.000000000000E+00
