0.904509 0.013071
0.906716 0.012786
0.906716 0.012786
0.908923 0.012500
0.908923 0.012500
0.911130 0.012214
0.911130 0.012214
0.913337 0.011927
0.913337 0.011927
0.915544 0.011639
0.915544 0.011639
0.917751 0.011350
0.917751 0.011350
0.919957 0.011060
0.919957 0.011060
0.922164 0.010770
0.562667 -0.048455
0.558758 -0.048752
0.558758 -0.048752
0.554850 -0.049047
0.554850 -0.049047
0.550941 -0.049339
0.550941 -0.049339
0.547033 -0.049628
0.547033 -0.049628
0.543124 -0.049914
0.543124 -0.049914
0.539214 -0.050197
0.539214 -0.050197
0.535305 -0.050477
0.535305 -0.050477
0.531395 -0.050754
0.114743 -0.049138
0.112332 -0.048783
0.112332 -0.048783
0.109922 -0.048420
0.109922 -0.048420
0.107513 -0.048048
0.107513 -0.048048
0.105106 -0.047667
0.105106 -0.047667
0.102700 -0.047277
0.102700 -0.047277
0.100295 -0.046877
0.100295 -0.046877
0.097893 -0.046468
0.097893 -0.046468
0.095492 -0.046049
0.206107 -0.057712
0.203003 -0.057543
0.203003 -0.057543
0.199900 -0.057367
0.199900 -0.057367
0.196797 -0.057185
0.196797 -0.057185
0.193694 -0.056995
0.193694 -0.056995
0.190592 -0.056797
0.190592 -0.056797
0.187490 -0.056592
0.187490 -0.056592
0.184389 -0.056379
0.184389 -0.056379
0.181288 -0.056159
0.996057 -0.000572
0.995443 -0.000660
0.995443 -0.000660
0.994829 -0.000749
0.994829 -0.000749
0.994215 -0.000838
0.994215 -0.000838
0.993601 -0.000926
0.993601 -0.000926
0.992986 -0.001015
0.992986 -0.001015
0.992372 -0.001103
0.992372 -0.001103
0.991758 -0.001192
0.991758 -0.001192
0.991144 -0.001280
0.315938 -0.059947
0.312334 -0.059970
0.312334 -0.059970
0.308731 -0.059988
0.308731 -0.059988
0.305127 -0.060000
0.305127 -0.060000
0.301524 -0.060006
0.301524 -0.060006
0.297921 -0.060006
0.297921 -0.060006
0.294317 -0.060001
0.294317 -0.060001
0.290714 -0.059989
0.290714 -0.059989
0.287110 -0.059971
0.922164 -0.010770
0.919957 -0.011060
0.919957 -0.011060
0.917751 -0.011350
0.917751 -0.011350
0.915544 -0.011639
0.915544 -0.011639
0.913337 -0.011927
0.913337 -0.011927
0.911130 -0.012214
0.911130 -0.012214
0.908923 -0.012500
0.908923 -0.012500
0.906716 -0.012786
0.906716 -0.012786
0.904509 -0.013071
0.157726 -0.054206
0.154947 -0.053941
0.154947 -0.053941
0.152169 -0.053669
0.152169 -0.053669
0.149391 -0.053389
0.149391 -0.053389
0.146614 -0.053100
0.146614 -0.053100
0.143838 -0.052803
0.143838 -0.052803
0.141063 -0.052498
0.141063 -0.052498
0.138289 -0.052184
0.138289 -0.052184
0.135516 -0.051862
0.793893 -0.026405
0.790646 -0.026769
0.790646 -0.026769
0.787399 -0.027132
0.787399 -0.027132
0.784152 -0.027493
0.784152 -0.027493
0.780904 -0.027853
0.780904 -0.027853
0.777657 -0.028212
0.777657 -0.028212
0.774409 -0.028569
0.774409 -0.028569
0.771161 -0.028924
0.771161 -0.028924
0.767913 -0.029279
0.684062 -0.037896
0.680369 -0.038252
0.680369 -0.038252
0.676675 -0.038605
0.676675 -0.038605
0.672981 -0.038957
0.672981 -0.038957
0.669287 -0.039307
0.669287 -0.039307
0.665593 -0.039655
0.665593 -0.039655
0.661898 -0.040001
0.661898 -0.040001
0.658203 -0.040344
0.658203 -0.040344
0.654509 -0.040686
0.008856 -0.016078
0.008185 -0.015483
0.008185 -0.015483
0.007528 -0.014875
0.007528 -0.014875
0.006886 -0.014252
0.006886 -0.014252
0.006260 -0.013613
0.006260 -0.013613
0.005652 -0.012958
0.005652 -0.012958
0.005062 -0.012286
0.005062 -0.012286
0.004492 -0.011595
0.004492 -0.011595
0.003943 -0.010884
0.624345 -0.043394
0.620514 -0.043727
0.620514 -0.043727
0.616683 -0.044058
0.616683 -0.044058
0.612851 -0.044386
0.612851 -0.044386
0.609019 -0.044712
0.609019 -0.044712
0.605188 -0.045036
0.605188 -0.045036
0.601355 -0.045357
0.601355 -0.045357
0.597523 -0.045676
0.597523 -0.045676
0.593691 -0.045992
0.024472 -0.025893
0.023349 -0.025342
0.023349 -0.025342
0.022233 -0.024779
0.022233 -0.024779
0.021125 -0.024202
0.021125 -0.024202
0.020024 -0.023611
